ItemNumber,ItemName,QuantityOnHand,SellingPrice,Brand,Category
CFAN-ASSASSIN,Deepcool Gamer Storm Assassin CPU Cooler (2011/1366/1155; FM1/AM3) with 8 Heatpipes; 140mm + 120mm,10,96,DEEPCOOL,Cooling - CPU Cooling
CFAN-CLF009,Thermaltake 120mm Luna Case Fan  Blue,10,16,THERMALTAKE,Cooling - Cooling Fan
CFAN-CLF017,Thermaltake 120mm Luna Case Fan Red,10,16,THERMALTAKE,Cooling - Cooling Fan
CFAN-CLF018,Thermaltake 120mm Luna Case Fan White,10,16,THERMALTAKE,Cooling - Cooling Fan
CFAN-CLP0568,TT Contac 29 CPU cooler,3,39,THERMALTAKE,Cooling - CPU Cooling
CFAN-CLP0600,Thermaltake Contac 21 CPU Cooler - Aluminium; 4 Heat pipes; 92mm PWM Fan,0,37,THERMALTAKE,Cooling - CPU Cooling
CFAN-CLP0606,Thermaltake NiC F4 CPU Cooler - Aluminium; Dual 120mm PWM Fan Up to 180W  ( Supports Intel & AMD ),3,57,THERMALTAKE,Cooling - CPU Cooling
CFAN-CLP0608,Thermaltake NiC C5 CPU Cooler - Aluminium; Dual 120mm VR Fan - Up to 230W ( Supports Intel & AMD ),3,73,THERMALTAKE,Cooling - CPU Cooling
CFAN-CLW0032,THERMALTAKE AQUABAY M1,9,55,THERMALTAKE,Cooling - Water Cooling
CFAN-CLW0148,Thermaltake Big Water Coolant 1000ml,8,18.5,THERMALTAKE,Cooling - Water Cooling
CFAN-FDSS120,Fractal Design Silent Series Case Fan 120mm,10,13.5,Fractal Design,Cooling - Cooling Fan
CFAN-FDSS140,Fractal Design Silent Series Case Fan 140mm,10,17.5,Fractal Design,Cooling - Cooling Fan
CFAN-FDSS80,Fractal Design Silent Series Case Fan 80mm,10,9.3,Fractal Design,Cooling - Cooling Fan
CFAN-FROSTWIN,Deepcool Frostwin CPU Cooler (2011/1366/1155/775; FM1/AM3/2+) with 4 Heatpipes and Dual 120mm Fans,10,67,DEEPCOOL,Cooling - CPU Cooling
CFAN-GAMMAARCHER,Deepcool Gamma Archer CPU Cooler (1155/1156/775; FM1/AM3/2+) Aluminium HS with 120mm Fan,10,9.8,DEEPCOOL,Cooling - CPU Cooling
CFAN-GAMMAXX200,Deepcool Gammaxx 200 CPU Cooler (1155/1156/775; FM1/AM3/2+; 939) with 2 Heatpipes; 92mm PWM Fan,10,21.9,DEEPCOOL,Cooling - CPU Cooling
CFAN-GAMMAXX300,Deepcool Gammaxx 300 CPU Cooler (1366/1155/1156/775; FM1/AM3/2+) with 3 Heatpipes; 120mm PWM Fan,10,28,DEEPCOOL,Cooling - CPU Cooling
CFAN-GAMMAXX400,Deepcool Gammaxx 400 CPU Cooler (2011/1366/1155/775; FM1/AM3/2+) with 4 Heatpipes; 120mm PWM LED Fan,10,43,DEEPCOOL,Cooling - CPU Cooling
CFAN-GAMMAXXS40,Deepcool Gammaxx S40 CPU Cooler (2011/1366/1155/775; FM1/AM3/2+) with 4 Heatpipes; 120mm PWM,0,30,DEEPCOOL,Cooling - CPU Cooling
CFAN-HTPC11,Deepcool HTPC-11 Low Profile Intel 1155/1156 CPU Cooler for HTPCs,10,15.9,DEEPCOOL,Cooling - CPU Cooling
CFAN-ICEBLADEPROV2.0,Deepcool Ice Blade Pro V2 CPU Cooler (2011/1366/1156/1155/775;FM1/AM3/2+); 4 Heatpipes; 120mm Fan,0,54,DEEPCOOL,Cooling - CPU Cooling
CFAN-ICEEDGEMINIFS,Deepcool Ice Edge Mini FS CPU Cooler (1155/1156/775; AM3/2+/939/754) with 2 Heatpipes; 80mm Fan,10,17.9,DEEPCOOL,Cooling - CPU Cooling
CFAN-ICEWARRIOR,Deepcool Ice Warrior CPU Cooler (1366/1156/1155/775; AM3/2+) with Six Heatpipes & 120mm Fan,4,69,DEEPCOOL,Cooling - CPU Cooling
CFAN-MAELSTROM120K,Deepcool Maelstrom 120k Liquid Cooling System,0,59,DEEPCOOL,Cooling - Water Cooling
CFAN-PL20-BL,Thermaltake PURE 20cm Blue LED Case Fan,10,18.5,THERMALTAKE,Cooling - Cooling Fan
CFAN-ROCKMAN,Deepcool Fan Control Panel for 3.5 inch Floppy Drive Bay,10,20.9,DEEPCOOL,Cooling - Cooling Fan
CFAN-ROCKMASTER-V3,"Deepcool Rock Master V3.0 Fan Control Panel for 5.25"" Bay; Card Reader; 2 USB 3.0 Ports",0,29,DEEPCOOL,Cooling - Other Cooling
CFAN-THETA30,Deepcool Theta 30 (Intel 1155/1156) Aluminium Heatsink with 92mm Fan,10,9.2,DEEPCOOL,Cooling - CPU Cooling
CK3101,TV Coax Socket 75OHM,3,3,SANSAI,ADAPTORS / CONVERTERS
CL-1000MA,"Aten Rackmount PS/2 VGA Single Rail Slideaway 17"" LCD KVM Console",0,1414,ATEN,KVM PRODUCTS - KVM
CL-1016MA,"Aten 16 Port Rackmount PS/2 Single Rail Slideaway 17"" LCD KVM Switch",0,2600,ATEN,KVM PRODUCTS - KVM
CL-IP5LSP-BK,Case Logic Anti-Scratch Premium Leather Slim Case for iPhone5 -  Black,2,24,Case Logic,MobilePhone/Tablet Accessories
CL-IP5MDBL,Case Logic Colour Beat Case with Headphones for iPhone5 - Blue,2,24,Case Logic,MobilePhone/Tablet Accessories
CL-IP5MDPK,Case Logic Colour Beat Case with Headphones for iPhone5 - Pink,2,24,Case Logic,MobilePhone/Tablet Accessories
CL-IP5MDVL,Case Logic Colour Beat Case with Headphones for iPhone5 - Violet Star (Purple),3,24,Case Logic,MobilePhone/Tablet Accessories
CL-IP5VTR-TWHT,Case Logic Anti-Scratch Slim Case for iPhone5 - Transparent White,1,24,Case Logic,MobilePhone/Tablet Accessories
CLK-2,Rock LCD/Laptop Monitor Cleaning Kit,10,4.4,ROCK,ACCESSORIES
CLR-01,Lens Cleaner for CD-Rom/DVD/Music CD Drives,0,3.8,8WARE,ACCESSORIES
CN-8000,Aten 1 Port KVM Over IP with Virtual Media and Out of Band,0,802,ATEN,KVM PRODUCTS - KVM
COMP-IP70,Compro IP70 Day & Night Megapixel/HD H.264 IP Network Camera Wireless Upgradeable,0,289,COMPRO,SURVEILLANCE CAMERA
COMP-WL155,Compro WL155 802.11 b/g/n Wireless USB Adapter Black Upgrade for COMP-IP70/IP570/IP570P,0,20,COMPRO,SURVEILLANCE CAMERA
CR-705,"Rock USB 2.0 3.5"" Internal Card Reader All-in-One with 3x Replaceable Bezels",10,11.5,8WARE,ACCESSORIES
CS-1732A,Aten 2 Port USB VGA KVMP Switch with Audio and USB 1.1 Hub - Cables Included,0,135,ATEN,KVM PRODUCTS - KVM
CS-1732B,Aten 2 Port USB VGA KVMP Switch with Audio; OSD and USB 2.0 Hub - Cables Included,0,177.8,ATEN,KVM PRODUCTS - KVM
CS-1734A,Aten 4 Port USB VGA KVMP Switch with Audio and USB 1.1 Hub - Cables Included,3,204,ATEN,KVM PRODUCTS - KVM
CS-1734B,Aten 4 Port USB VGA KVMP Switch with Audio; OSD and USB 2.0 Hub - Cables Included,0,258,ATEN,KVM PRODUCTS - KVM
CS-1742,Aten 2 Port USB Dual-View VGA KVMP Switch with Audio and USB 1.1 Hub - Cables Included,0,213,ATEN,KVM PRODUCTS - KVM
CS-1744,Aten 4 Port USB Dual-View VGA KVMP Switch with Audio and USB 1.1 Hub - Cables Included,0,284,ATEN,KVM PRODUCTS - KVM
CS-1754,Aten 4 Port Rackmount USB-PS/2 VGA KVM Switch with Audio and OSD,0,355,ATEN,KVM PRODUCTS - KVM
CS-1758,Aten 8 Port Rackmount USB-PS/2 VGA KVM Switch with Audio and OSD,3,426,ATEN,KVM PRODUCTS - KVM
CS-1762A,Aten 2 Port USB DVI KVMP Switch with Audio and USB 2.0 Hub - Cables Included,0,197,ATEN,KVM PRODUCTS - KVM
CS-1764A,Aten 4 Port USB DVI KVMP Switch with Audio and USB 2.0 Hub - Cables Included,3,263,ATEN,KVM PRODUCTS - KVM
CS-1772,Aten 2 Port USB KVME Switch w/ USB & Ethernet Hub - Cables Included,0,219,ATEN,KVM PRODUCTS - KVM
CS-1774,Aten 4 Port USB VGA KVME Switch with USB 1.1 & Ethernet Hub - Cables Included,0,284,ATEN,KVM PRODUCTS - KVM
CS-1782,Aten 2 Port USB Dual-Link DVI KVMP Switch w/ 7.1 Audio; USB  Hub - Cables Included,0,280,ATEN,KVM PRODUCTS - KVM
CS-1784,Aten 4 Port USB Dual-Link DVI KVMP Switch w/ USB Hub - Cables Included,0,365,ATEN,KVM PRODUCTS - KVM
CS-1792,Aten 2 Port USB HDMI KVMP Switch with Dolby Audio and USB 2.0 Hub - Cables Included,0,245,ATEN,KVM PRODUCTS - KVM
CS-1794,Aten 4 Port USB HDMI KVMP Switch with Dolby Audio and USB 2.0 Hub - Cables Included,0,303,ATEN,KVM PRODUCTS - KVM
CS-231,Aten 2 Port USB-PS/2 PC Sharing Device,0,258,ATEN,KVM PRODUCTS - KVM
CS-62,Aten Petite 2 Port PS/2 VGA KVM Switch - 1.2m Cables Built In,0,38,ATEN,KVM PRODUCTS - KVM
CS-62A,Aten Petite 2 Port PS/2 VGA KVM Switch with Audio - 1.2m Cables Built In,3,56.5,ATEN,KVM PRODUCTS - KVM
CS-62S,Aten Petite 2 Port PS/2 VGA KVM Switch - 0.9m Cables Built In,4,27,ATEN,KVM PRODUCTS - KVM
CS-62U,Aten Petite 2 Port USB VGA KVM Switch with Audio - 1.2m Cables Built In,0,64,ATEN,KVM PRODUCTS - KVM
CS-62US,Aten Petite 2 Port USB VGA KVM Switch with Audio - 0.9m Cables Built In,5,45,ATEN,KVM PRODUCTS - KVM
CS-64A,Aten Petite 4 Port PS/2 VGA KVM Switch with Audio - 1.8m Cables Built In,3,55,ATEN,KVM PRODUCTS - KVM
CS-64U,Aten Petite 4 Port USB VGA KVM Switch with Audio - 1.8m Cables Built In,0,88,ATEN,KVM PRODUCTS - KVM
CS-661,Aten Laptop USB KVM Switch with File Management,3,69,ATEN,KVM PRODUCTS - KVM
CS-72E,Aten 2 Port Slimline PS/2 VGA KVM Switch- Cables Included,0,74,ATEN,KVM PRODUCTS - KVM
CS-74E,Aten 4 Port Slimline PS/2 VGA KVM Switch - Cables Included,0,95,ATEN,KVM PRODUCTS - KVM
CS-84A,Aten 4 Port Desktop PS2 KVM Switch - Cables Included,0,145,ATEN,KVM PRODUCTS - KVM
CS-9134,Aten 4 Port Rackmount PS/2 KVM Switch with OSD,0,230,ATEN,KVM PRODUCTS - KVM
CS-9138,Aten 8 Port Rackmount PS/2 KVM Switch with OSD,0,335,ATEN,KVM PRODUCTS - KVM
CT-200,Cable Tie 200mm (Bag of 100 Pieces),10,2,8WARE,CABLES - Cable Tie
CV-100KM,Aten PS2 Emulator,0,45,ATEN,KVM PRODUCTS - KVM
CVT-HDMIVGA,HDMI to VGA Converter without Power Adapter,10,33,8WARE,Audio and Visual Products
DC-MDESK-F1,"Deepcool M-Desk F1 Ergonomic Monitor Stand Up To 27"" & 10kg W/ Audio & 4x USB Ports",1,38,DEEPCOOL,Audio and Visual Products
DR-459M,I/O Adaptor RJ45 - DB9M,10,0.6,8WARE,ADAPTORS / CONVERTERS
DVI-AV2,DVI-A to VGA Analog Cable 2m,10,5.9,8WARE,CABLES - VGA/DVI/HDMI/DP
DVI-AV5,DVI-A to VGA Analog Cable 5m,0,16,8WARE,CABLES - VGA/DVI/HDMI/DP
DVI-DD10,DVI-D Dual-Link Cable 10m - M/M,10,20.9,8WARE,CABLES - VGA/DVI/HDMI/DP
DVI-DD2,DVI-D Dual Link M-M Cable 2m,0,7.8,8WARE,CABLES - VGA/DVI/HDMI/DP
DVI-DD5,DVI-D Dual-Link Cable 5m - M/M,10,12.8,8WARE,CABLES - VGA/DVI/HDMI/DP
DVI-DS2,DVI-D Single Link M-M Cable 2m,10,5.5,8WARE,CABLES - VGA/DVI/HDMI/DP
DVI-IS2,DVI-I Single Link M-M Cable 2m,0,7.5,8WARE,CABLES - VGA/DVI/HDMI/DP
DVR-6204T,Network DVR 4-Channel H.264 Security Surveillance Digital Video Recorder with Mouse/Remote (TNP10595,10,88,8WARE,SURVEILLANCE CAMERA
DVR-7108V,Network DVR 8-Channel H.264 Security Surveillance Digital Video Recorder with Mouse/Remote (TNP10596,5,118,8WARE,SURVEILLANCE CAMERA
DVR-8216V,Network DVR 16-Channel H.264 Security Surveillance Digital Video Recorder with Mouse/Remote TNP10597,0,201,Generic,SURVEILLANCE CAMERA
EASYN-031,EasyN Wireless VGA Indoor Fixed Plug and Play IP Camera USB Powered  3.8mm Lens,10,44,EASYN,SURVEILLANCE CAMERA
EASYN-F3-M187-WH,EasyN Wireless IP Pan Tilt IR Camera F3M187 - White,0,66,EASYN,SURVEILLANCE CAMERA
EB-EHS001BK,E-Blue Mazer Type-X gaming Headset with Microphone,5,67,E-BLUE,KEYBOARDS - Wireless
EB-EHS013GN,E-Blue Cobra-I gaming Headset with Microphone - Green Edition,10,19,E-BLUE,KEYBOARDS - Wireless
EB-EHS013OG,E-Blue Cobra-I gaming Headset with Microphone - Orange Edition,10,19,E-BLUE,KEYBOARDS - Wireless
EB-EHS013RD,E-Blue Cobra-I gaming Headset with Microphone - Red Edition,10,19,E-BLUE,KEYBOARDS - Wireless
EB-EHS013WH,E-Blue Cobra-I gaming Headset with Microphone - White Edition,10,19,E-BLUE,KEYBOARDS - Wireless
EB-EHS016BK,E-Blue Cobra 707 gaming Headset with Microphone,9,54,E-BLUE,KEYBOARDS - Wireless
EB-EKM057BK,E-Blue Cobra gaming Keyboard,0,24.5,E-BLUE,KEYBOARDS - Wireless
EB-EKM064BK,E-Blue Ultra slim wired usb Keyboard,10,8,E-BLUE,KEYBOARDS - Wireless
EB-EKM068BK,E-Blue Ultra slim mini wired usb Keyboard,0,12,E-BLUE,KEYBOARDS - Wireless
EB-EKM072BK,E-Blue Mazer Type-X gaming Keyboard,8,34,E-BLUE,KEYBOARDS - Wireless
EB-EKM075BK,E-Blue Polygon gaming Keyboard,0,19,E-BLUE,KEYBOARDS - Wireless
EB-EKM705BK,E-Blue Cobra-II gaming keyboard,0,38,E-BLUE,KEYBOARDS - Wireless
EB-EKM801BKUS,E-Blue Cobra reinforcemeng gaming Keyboard & Mouse combo set,0,48,E-BLUE,KEYBOARDS - Wireless
EB-EMP004M,E-Blue Mazer gaming Mouse pad - Medium 365*265mm,0,12,E-BLUE,KEYBOARDS - Wireless
EB-EMP004S,E-Blue Mazer gaming Mouse pad - small 280*225mm,2,9,E-BLUE,KEYBOARDS - Wireless
EB-EMP004XL,E-Blue Mazer gaming Mouse pad - extra Large 920*295mm,1,24,E-BLUE,KEYBOARDS - Wireless
EB-EMS108BK,E-Blue Cobra 2400dpi gaming Mouse,10,22.5,E-BLUE,KEYBOARDS - Wireless
EB-EMS117BK,E-Blue Air Finder wireless Mouse,0,11,E-BLUE,KEYBOARDS - Wireless
EB-EMS118BK,E-Blue Smart II 1800dpi wireless Mouse,0,13,E-BLUE,KEYBOARDS - Wireless
EB-EMS124BK,E-Blue Mazer Type-R 2400dpi gaming Mouse - Black Edition,3,34,E-BLUE,KEYBOARDS - Wireless
EB-EMS124GN,E-Blue Mazer Type-R 2400dpi gaming Mouse - Green Edition,5,34,E-BLUE,KEYBOARDS - Wireless
EB-EMS124WH,E-Blue Mazer Type-R 2400dpi gaming Mouse - White Edition,6,34,E-BLUE,KEYBOARDS - Wireless
EB-EMS144BK,E-Blue Auroza 3500dpi gaming Mouse,9,32,E-BLUE,KEYBOARDS - Wireless
EB-EMS146BK,E-Blue wired usb Mouse,0,6,E-BLUE,KEYBOARDS - Wireless
EB-EMS151BK,E-Blue Cobra Junior II 1600dpi optical gaming Mouse,0,15,E-BLUE,KEYBOARDS - Wireless
EB-EMS152BK,E-Blue Mazer Type-R 2500dpi infrared wireless gaming Mouse,0,37,E-BLUE,KEYBOARDS - Wireless
EB-EMS602BKAA,E-Blue Auroza Type-IM 4000dpi optical gaming Mouse,1,47,E-BLUE,KEYBOARDS - Wireless
EB-EMS609BKAA,E-Blue Cobra 1750dpi optical wireless Mouse,3,28.5,E-BLUE,KEYBOARDS - Wireless
EB-WEBTV01,E-Blue Web@TV remoute control,0,44,E-BLUE,KEYBOARDS - Wireless
EC34-USB3-2P,Sunix ECU2300 ExpressCard 2 Port USB 3.0 Card,2,57.9,SUNIX,USB AND FIREWIRE PRODUCTS
ED-ES-1008P,8-port 10/100M 802.3at PoE+ Switch (15.4W per port / Max 150W) Fan-less,2,173,Generic,NETWORKING - Switch & Adapter
ED-ES-5808P,ES-5808P 8-port 10/100M 802.3af PoE Web Smart Switch (15.4W per port / Max 130W),2,240,Generic,NETWORKING - Switch & Adapter
ED-ES-5816P,ES-5816P 16-port 10/100M 802.3af PoE Web Smart Switch (15.4W per port / Max 260W),2,532,Generic,NETWORKING - Switch & Adapter
ED-ES-5824P,ES-5824P 24-port 10/100M 802.3af PoE Web Smart Switch + 2 Giga Combo SFP (15.4W per port / Max 370W),2,660,Generic,NETWORKING - Switch & Adapter
ED-ES-5824PH,24-port 10/100M 802.3af PoE Web Smart Switch + 2 Giga Combo SFP (12 ports at 15.4W / Max 195W),2,502,Generic,NETWORKING - Switch & Adapter
ED-GS-1008P,8-port Gigabit 802.3at PoE+ Switch (Max 150 watts); Fanless,0,212,Generic,NETWORKING - Switch & Adapter
ED-GS-1008PH,8-port Gigabit 802.3at PoE+ Switch (Max 85 watts); Fanless,2,135,Generic,NETWORKING - Switch & Adapter
EL-QC3333,Small CCD Camera Ceiling Grid Mounting Bracket 70mm to 100mm Extendable,4,8.2,BRATECK,SURVEILLANCE CAMERA
EL-QC3335,Medium Professional CCD Camera Mounting Bracket 155mm,2,8.2,BRATECK,SURVEILLANCE CAMERA
EL-QC3337,Large External CCD Camera Mounting Bracket 290mm,8,16.2,BRATECK,SURVEILLANCE CAMERA
EN-EP202OG,Enzatec EP202OG Earhook Clip-On Headphone with 3.5mm Audio Plug Lightweight Glossy Orange,0,12.7,Enzatec,Speaker and Headset
EN-EP202PR,Enzatec EP202PR Earhook Clip-On Headphone with 3.5mm Audio Plug Lightweight Glossy Purple,0,12.7,Enzatec,Speaker and Headset
FC-5019,IDE ROUN CABLE ATA133/100 60CM,6,5.5,8WARE,CABLES - IDE Cables
FC-5031,Serial ATA Cable SATA 45cm,10,1,8WARE,CABLES - SATA/ESATA Cables
FC-5032,Serial ATA Cable SATA 60cm,10,1.1,8WARE,CABLES - SATA/ESATA Cables
FC-5032CLR,Serial ATA Cable 60CM Clear,0,1.4,8WARE,CABLES - SATA/ESATA Cables
FC-5032OEM,8ware SATA Cable - Straight - 60cm (Bulk Pack: 10 cables per pack),10,10.3,8WARE,CABLES - SATA/ESATA Cables
FC-5033,Serial ATA Cable SATA II Right Angle to Straight 55cm,10,1.2,8WARE,CABLES - SATA/ESATA Cables
FC-5080,Serial ATA Cable SATA III 26AWG 50cm - Blue,10,2.25,8WARE,CABLES - SATA/ESATA Cables
FC-5081,8ware SATA 3 Cable - Straight - 100cm Blue,10,3.8,8WARE,CABLES - SATA/ESATA Cables
FC-5083,Serial ATA Cable SATA III 90degree Down Angle 26AWG 50cm - Blue,0,2.1,8WARE,CABLES - SATA/ESATA Cables
FDD-MTBK,"3.5"" Floppy Disk Drive Frame to Fit in 5.25"" Bay - Black",0,2.2,8WARE,ACCESSORIES
FDPSU-NT3B1000,Fractal Design Newton R3 Smart Modular 1000W PSU - 80 Plus Platinum,0,315,Fractal Design,POWER SUPPLIES
FDPSU-NT3B600,Fractal Design Newton R3 Smart Modular 600W PSU - 80 Plus Platinum,0,205,Fractal Design,POWER SUPPLIES
FDPSU-NT3B800,Fractal Design Newton R3 Smart Modular 800W PSU - 80 Plus Platinum,4,247,Fractal Design,POWER SUPPLIES
FDPSU-NT3W1000-W,Fractal Design Newton R3 Smart Modular 1000W PSU White Edition - 80 Plus Platinum,0,315,Fractal Design,POWER SUPPLIES
FDPSU-TS2B650,Fractal Design Tesla R2 650W PSU - 80 Plus Gold,0,165,Fractal Design,POWER SUPPLIES
FDPSU-TS2B800,Fractal Design Tesla R2 800W PSU - 80 Plus Gold,0,205,Fractal Design,POWER SUPPLIES
FDPSU-TS2W650-W,Fractal Design Tesla R2 650W PSU White Edition  - 80 Plus Gold,0,165,Fractal Design,POWER SUPPLIES
FH-300,Aten 3 Port Firewire Hub without Power Adapter,0,45,ATEN,HUBS AND CARDREADERS
FH-600,Aten 6 Port Firewire Hub with Power Adapter,0,65,ATEN,HUBS AND CARDREADERS
FnD-A110,"F&D A110 Heavy Duty Metal Grille 2.1 Speakers; 4"" Full Range/4"" Bass Driver; AVR; Total 35W",6,41,- No Manufacturer -,Speaker and Headset
FnD-A320,"F&D A320 Heavy Duty Metal Grille 2.1 Speakers; 3"" Full Range/6.5"" Bass; AVR; Wired Remote; 41W RMS",3,66,- No Manufacturer -,Speaker and Headset
FnD-A333U,"F&D A333U 2.1 Speakers; 3"" Full Range/6.5"" Bass Driver; USB/SD Card; MP3/WMA Decoding; Total 42W",2,77,- No Manufacturer -,Speaker and Headset
FnD-R215,"F&D R215 Wooden Cabinet 2.0 Speakers; 3"" Full Range Drivers; Magnetically Shielded; Total 6W; Black",5,32,- No Manufacturer -,Speaker and Headset
FnD-SWAN-WH,F&D Swan W18BT Zinc Alloy Bluetooth 4.0 Wireless Speaker; Speakerphone; Volume Control; White,0,94,- No Manufacturer -,Speaker and Headset
FnD-W130BT,"F&D W130BT Bluetooth 2.1 Speakers; 4"" Full Range/4"" Bass Driver; Total 42W; CSR Chipset",0,81,- No Manufacturer -,Speaker and Headset
FnD-W330BT,"F&D W330BT Bluetooth 2.1 Speakers; 2.5"" Full Range/6.5"" Bass Driver; Total 56W; CSR Chipset",1,109,- No Manufacturer -,Speaker and Headset
FS-HD02,Deepcool Low Profile Hard Disk Cooler Aluminium Dual Fan,10,6.2,DEEPCOOL,Cooling - Other Cooling
FUNC-1030-R2-L,FUNC by Fractal Design - Surface 1030 R2 L Gaming Mousepad,7,53,Fractal Design,MICE - Mouse Pad
FUNC-1030-R2-XL,FUNC by Fractal Design - Surface 1030 R2 XL Gaming Mousepad,8,57,Fractal Design,MICE - Mouse Pad
FUNC-HS-260-1ST,FUNC by Fractal Design - HS 260 Gaming Headset,7,130,Fractal Design,Speaker and Headset
FUNC-MS-3-R2,FUNC by Fractal Design - MS3 R2 Gaming Mouse,7,95,Fractal Design,MICE - Gaming
GC-17FA15M,DVI 17F (Analogue) to VGA HD15M Adaptor,10,3.8,8WARE,Audio and Visual Products
GC-17MA15F,DVI 17M (Analogue) to VGA HD15F Adaptor,10,3.8,8WARE,Audio and Visual Products
GC-325,IDE 2.5 in to 3.5 in Converter Without Metal Frame,0,5.7,8WARE,ADAPTORS / CONVERTERS
GC-ACTDP,Active Display Port to DVI Adapter,0,26.9,8WARE,Audio and Visual Products
GC-ACTMDP,Mini Active Display Port to DVI Adapter,10,28,8WARE,Audio and Visual Products
GC-DPDVI,Display Port to DVI  Adapter,10,12,8WARE,Audio and Visual Products
GC-DPHDMI,Display Port to HDMI Adapter,10,12,8WARE,Audio and Visual Products
GC-DPVGA,DisplayPort to VGA Adapter,0,23,8WARE,Audio and Visual Products
GC-DVIHDMI,DVI-D Female to HDMI Male Adaptor,0,3.7,8WARE,Audio and Visual Products
GC-HDMIDVI,HDMI Female to DVI-D Male Adapter,3,5.3,8WARE,Audio and Visual Products
GC-IP5,USB Charging / Sync Adapter for Latest iDevices,1,8.8,8WARE,USB AND FIREWIRE PRODUCTS
GC-MDPDVI,Mini DisplayPort to DVI Cable   L=20CM,0,13.8,8WARE,Audio and Visual Products
GC-MDPHDMI,Mini DisplayPort to HDMI Adapter Cable L=20CM,10,13.8,8WARE,Audio and Visual Products
GC-MDPVGA,Mini DisplayPort to VGA Cable L=20CM,10,23,8WARE,Audio and Visual Products
GC-MDVIHDMI,Mini DVI to HDMI Adapter Cable L=20CM,2,17,8WARE,Audio and Visual Products
GC-MDVIVGA,Mini DVI to VGA Adapter Cable   L=20CM,5,17,8WARE,Audio and Visual Products
GC-U9F2U3,Internal 9-Pin USB 2.0 Femal to 19-Pin USB 3.0 Male Converter,10,5,8WARE,CABLES
GYM-1100AU,Gyration Air Mouse Go Plus - Wireless Air Mouse 30m for Desktop User,0,168,- No Manufacturer -,MICE - Wireless
GYM-1100LKIE,Gyration Go Plus - Wireless Air Mouse 30m + 104 Key Full Size Low Profile Keyboard,0,228,- No Manufacturer -,KEYBOARDS - Wireless
HDD-MT,"3.5"" Hard Disk Drive Mounting Bracket to Fit 5.25"" Bay",10,1.7,8WARE,ACCESSORIES
HK-NB40M,Huntkey Universal Netbook Adapter Mini 40W 19V,10,24,HUNTKEY,POWER SUPPLIES
HK-NB65,Huntkey Universal Notebook Adapter 65W 19V,10,32,HUNTKEY,POWER SUPPLIES
HK-NB65SL,Huntkey Universal Notebook Adaptor Slim 65W 19V,0,34,HUNTKEY,POWER SUPPLIES
HK-NB90M,Huntkey Universal Notebook Adapter Mini 90W 19V,10,38,HUNTKEY,POWER SUPPLIES
HK-NB90SL,Huntkey Ultra Slim 90W Universal Notebook Power Adapter with USB power port  (adjustable 15 -20V),10,56,HUNTKEY,POWER SUPPLIES
HK-NB90XM,Huntkey X Man 90W Slim Universal Notebook Adaptor with USB port,0,57,HUNTKEY,POWER SUPPLIES
HK-NBCAR90XM,Huntkey X Man 90W Universal Notebook Car Charger with USB port ( 8 tips),10,42,HUNTKEY,POWER SUPPLIES
HK-USBPOWERMATE-D202,Huntkey AC TO USB Dual Charger Power Mate D202 (5V 2.1A),10,10.2,HUNTKEY,ADAPTORS / CONVERTERS
IC-485S,Aten RS232 to RS485 Bi-Directional Converter,0,47,ATEN,ADAPTORS / CONVERTERS
IPD-BTFOLIO2,8ware iPad2 Case Folio with Bluetooth Keyboard with Free iPad Pen,10,55,8WARE,MobilePhone/Tablet Accessories
IPD-BTFOLIO-KIT,8ware iPad Case Folio with Bluetooth Keyboard with Car Charger; Cable; Stylus & Screen Protector,10,75,8WARE,MobilePhone/Tablet Accessories
IPDMN-BTFOLIO,8Ware iPad Mini Case Folio with Bluetooth Keyboard,10,63,8WARE,MobilePhone/Tablet Accessories
IS-RTX4088W,The RTX DUALphone 4088 is an expandable phone system with multi line functionality,0,132,Dualphone,VOIP Products
KA9520,Aten Altusen PS/2 CPU Module for KH; KL15xxA series,0,86,ATEN,KVM PRODUCTS - KVM
KA9570,Aten Altusen USB CPU Module for KH; KL15xxA series,0,86,ATEN,KVM PRODUCTS - KVM
KBF-2000B,Rock Mini Foldable USB/PS2 Keyboard Black,10,13.7,ROCK,KEYBOARDS - USB
KBF-4000B,Rock Foldable USB/PS2 Keyboard Black,10,14.4,ROCK,KEYBOARDS - USB
KBF-4000B-RF,Rock 2.4 GHz Wireless Multimedia Foldable Waterproof Keyboard with 18 Hotkeys,5,48,ROCK,KEYBOARDS - Wireless
KBF-4000EL,Rock Foldable Keyboard 109 Keys with EL backing light Waterproof,7,39,ROCK,KEYBOARDS - USB
KBF-4000W,Rock Foldable USB/PS2 Keyboard White,0,14.4,ROCK,KEYBOARDS - USB
KB-MINIUP,Rock Mini Keyboard USB & PS2 Black,10,15.9,ROCK,KEYBOARDS - USB
KB-PS2,Standard Keyboard PS2 Beige,10,6,ROCK,KEYBOARDS - PS2
KB-USBBK,Standard Keyboard USB Black,0,6.8,ROCK,KEYBOARDS - USB
KG-EL421-4C1T,KGUARD EL421-4HW212B Easy Link 4 Channel DVR; 4 Cameras; 960H; QR Code; Cloud Tech with 1TB HDD,0,499,- No Manufacturer -,SURVEILLANCE CAMERA
